Year,Region,Students,School,Gender
2010,제주,25204,중학교,전체
2011,제주,24556,중학교,전체
2012,제주,24059,중학교,전체
2013,제주,23887,중학교,전체
2014,제주,23380,중학교,전체
2015,제주,22051,중학교,전체
2016,제주,20629,중학교,전체
2017,제주,19603,중학교,전체
2018,제주,19306,중학교,전체
2019,제주,18899,중학교,전체
2020,제주,19468,중학교,전체
2021,제주,19989,중학교,전체
2022,제주,20126,중학교,전체
2023,제주,19898,중학교,전체
2024,제주,20139,중학교,전체
2000,전국,971830,중학교,남성
2001,전국,960070,중학교,남성
2002,전국,970692,중학교,남성
2003,전국,980684,중학교,남성
2004,전국,1022950,중학교,남성
2005,전국,1063730,중학교,남성
2006,전국,1102217,중학교,남성
2007,전국,1100139,중학교,남성
2008,전국,1086096,중학교,남성
2009,전국,1063741,중학교,남성
2010,전국,1037038,중학교,남성
2011,전국,999789,중학교,남성
2012,전국,965286,중학교,남성
2013,전국,944683,중학교,남성
2014,전국,898580,중학교,남성
2015,전국,829918,중학교,남성
2016,전국,761097,중학교,남성
2017,전국,720289,중학교,남성
2018,전국,693602,중학교,남성
2019,전국,671444,중학교,남성
2020,전국,680425,중학교,남성
2021,전국,696724,중학교,남성
2022,전국,694545,중학교,남성
2023,전국,683767,중학교,남성
2024,전국,686317,중학교,남성
1999,서울,205923,중학교,남성
2000,서울,198147,중학교,남성
2001,서울,192420,중학교,남성
2002,서울,190784,중학교,남성
2003,서울,190246,중학교,남성
2004,서울,196209,중학교,남성
2005,서울,200427,중학교,남성
2006,서울,204514,중학교,남성
2007,서울,200816,중학교,남성
2008,서울,195122,중학교,남성
2009,서울,188420,중학교,남성
2010,서울,181426,중학교,남성
2011,서울,172944,중학교,남성
2012,서울,165004,중학교,남성
2013,서울,159480,중학교,남성
2014,서울,150038,중학교,남성
2015,서울,137542,중학교,남성
2016,서울,125026,중학교,남성
2017,서울,118164,중학교,남성
2018,서울,112680,중학교,남성
2019,서울,108198,중학교,남성
2020,서울,107860,중학교,남성
2021,서울,109064,중학교,남성
2022,서울,106467,중학교,남성
2023,서울,102913,중학교,남성
2024,서울,101307,중학교,남성
1999,부산,82816,중학교,남성
2000,부산,78991,중학교,남성
2001,부산,76103,중학교,남성
2002,부산,75882,중학교,남성
2003,부산,75094,중학교,남성
2004,부산,77090,중학교,남성
2005,부산,78740,중학교,남성
2006,부산,80445,중학교,남성
2007,부산,78866,중학교,남성
2008,부산,75821,중학교,남성
2009,부산,72756,중학교,남성
2010,부산,68846,중학교,남성
2011,부산,64726,중학교,남성
2012,부산,60749,중학교,남성
2013,부산,58540,중학교,남성
2014,부산,54893,중학교,남성
2015,부산,49813,중학교,남성
2016,부산,45316,중학교,남성
2017,부산,42015,중학교,남성
2018,부산,40037,중학교,남성
2019,부산,37923,중학교,남성
2020,부산,38127,중학교,남성
2021,부산,38773,중학교,남성
2022,부산,38534,중학교,남성
2023,부산,38270,중학교,남성
2024,부산,38759,중학교,남성
1999,대구,58608,중학교,남성
2000,대구,58330,중학교,남성
2001,대구,58125,중학교,남성
2002,대구,59293,중학교,남성
2003,대구,59571,중학교,남성
2004,대구,61462,중학교,남성
2005,대구,62747,중학교,남성
2006,대구,64091,중학교,남성
2007,대구,63131,중학교,남성
2008,대구,61592,중학교,남성
2009,대구,59699,중학교,남성
2010,대구,57724,중학교,남성
2011,대구,54764,중학교,남성
2012,대구,52374,중학교,남성
2013,대구,50368,중학교,남성
2014,대구,47303,중학교,남성
2015,대구,43087,중학교,남성
2016,대구,39200,중학교,남성
2017,대구,36468,중학교,남성
2018,대구,34766,중학교,남성
2019,대구,32713,중학교,남성
2020,대구,32473,중학교,남성
2021,대구,32446,중학교,남성
2022,대구,31933,중학교,남성
2023,대구,31358,중학교,남성
2024,대구,31561,중학교,남성
1999,인천,54646,중학교,남성
2000,인천,54410,중학교,남성
2001,인천,54742,중학교,남성
2002,인천,55806,중학교,남성
2003,인천,56727,중학교,남성
2004,인천,59488,중학교,남성
2005,인천,62090,중학교,남성
2006,인천,64189,중학교,남성
2007,인천,63843,중학교,남성
2008,인천,62652,중학교,남성
2009,인천,60402,중학교,남성
2010,인천,58355,중학교,남성
2011,인천,55638,중학교,남성
2012,인천,53752,중학교,남성
2013,인천,52387,중학교,남성
2014,인천,50039,중학교,남성
2015,인천,46206,중학교,남성
2016,인천,42781,중학교,남성
2017,인천,40670,중학교,남성
2018,인천,39437,중학교,남성
2019,인천,38484,중학교,남성
2020,인천,39327,중학교,남성
2021,인천,40112,중학교,남성
2022,인천,40282,중학교,남성
2023,인천,39913,중학교,남성
2024,인천,41023,중학교,남성
1999,광주,31202,중학교,남성
2000,광주,30287,중학교,남성
2001,광주,30178,중학교,남성
2002,광주,31053,중학교,남성
2003,광주,31779,중학교,남성
2004,광주,33744,중학교,남성
2005,광주,35543,중학교,남성
2006,광주,37189,중학교,남성
2007,광주,37363,중학교,남성
2008,광주,37226,중학교,남성
2009,광주,36715,중학교,남성
2010,광주,36446,중학교,남성
2011,광주,35715,중학교,남성
2012,광주,34713,중학교,남성
2013,광주,33872,중학교,남성
2014,광주,32062,중학교,남성
2015,광주,29435,중학교,남성
2016,광주,26880,중학교,남성
2017,광주,25013,중학교,남성
2018,광주,23661,중학교,남성
2019,광주,22335,중학교,남성
2020,광주,22553,중학교,남성
2021,광주,22728,중학교,남성
2022,광주,22510,중학교,남성
2023,광주,21849,중학교,남성
2024,광주,21796,중학교,남성
1999,대전,32070,중학교,남성
2000,대전,31489,중학교,남성
2001,대전,31704,중학교,남성
2002,대전,32106,중학교,남성
2003,대전,32366,중학교,남성
2004,대전,33523,중학교,남성
2005,대전,34580,중학교,남성
2006,대전,35721,중학교,남성
2007,대전,35953,중학교,남성
2008,대전,35890,중학교,남성
2009,대전,35466,중학교,남성
2010,대전,34624,중학교,남성
2011,대전,33363,중학교,남성
2012,대전,32176,중학교,남성
2013,대전,31304,중학교,남성
2014,대전,29644,중학교,남성
2015,대전,27261,중학교,남성
2016,대전,24849,중학교,남성
2017,대전,23368,중학교,남성
2018,대전,22128,중학교,남성
2019,대전,21135,중학교,남성
2020,대전,21006,중학교,남성
2021,대전,21160,중학교,남성
2022,대전,20717,중학교,남성
2023,대전,20124,중학교,남성
2024,대전,20065,중학교,남성
1999,울산,23901,중학교,남성
2000,울산,24022,중학교,남성
2001,울산,24605,중학교,남성
2002,울산,25823,중학교,남성
2003,울산,26581,중학교,남성
2004,울산,27843,중학교,남성
2005,울산,28980,중학교,남성
2006,울산,30502,중학교,남성
2007,울산,30455,중학교,남성
2008,울산,30000,중학교,남성
2009,울산,29148,중학교,남성
2010,울산,27983,중학교,남성
2011,울산,26714,중학교,남성
2012,울산,25396,중학교,남성
2013,울산,24410,중학교,남성
2014,울산,22863,중학교,남성
2015,울산,20698,중학교,남성
2016,울산,18783,중학교,남성
2017,울산,17455,중학교,남성
2018,울산,16906,중학교,남성
2019,울산,16282,중학교,남성
2020,울산,16543,중학교,남성
2021,울산,16936,중학교,남성
2022,울산,17068,중학교,남성
2023,울산,16856,중학교,남성
2024,울산,16919,중학교,남성
2013,세종,1970,중학교,남성
2014,세종,2144,중학교,남성
2015,세종,3018,중학교,남성
2016,세종,3760,중학교,남성
2017,세종,4316,중학교,남성
2018,세종,5000,중학교,남성
2019,세종,5611,중학교,남성
2020,세종,6165,중학교,남성
2021,세종,6870,중학교,남성
2022,세종,7351,중학교,남성
2023,세종,7824,중학교,남성
2024,세종,8053,중학교,남성
1999,경기,180183,중학교,남성
2000,경기,185076,중학교,남성
2001,경기,189858,중학교,남성
2002,경기,199245,중학교,남성
2003,경기,208789,중학교,남성
2004,경기,224920,중학교,남성
2005,경기,241025,중학교,남성
2006,경기,254870,중학교,남성
2007,경기,257279,중학교,남성
2008,경기,257102,중학교,남성
2009,경기,254669,중학교,남성
2010,경기,251186,중학교,남성
2011,경기,245428,중학교,남성
2012,경기,239916,중학교,남성
2013,경기,238091,중학교,남성
2014,경기,228753,중학교,남성
2015,경기,213348,중학교,남성
2016,경기,197871,중학교,남성
2017,경기,189789,중학교,남성
2018,경기,184684,중학교,남성
2019,경기,181300,중학교,남성
2020,경기,186168,중학교,남성
2021,경기,193949,중학교,남성
2022,경기,194784,중학교,남성
2023,경기,193314,중학교,남성
2024,경기,194709,중학교,남성
1999,강원,32250,중학교,남성
2000,강원,31111,중학교,남성
2001,강원,30140,중학교,남성
2002,강원,29657,중학교,남성
2003,강원,29487,중학교,남성
2004,강원,29978,중학교,남성
2005,강원,30808,중학교,남성
2006,강원,31550,중학교,남성
2007,강원,31498,중학교,남성
2008,강원,31276,중학교,남성
2009,강원,30834,중학교,남성
2010,강원,30369,중학교,남성
2011,강원,29703,중학교,남성
2012,강원,29108,중학교,남성
2013,강원,28712,중학교,남성
2014,강원,27282,중학교,남성
2015,강원,25303,중학교,남성
2016,강원,22973,중학교,남성
2017,강원,21552,중학교,남성
2018,강원,20519,중학교,남성
2019,강원,19643,중학교,남성
2020,강원,19749,중학교,남성
2021,강원,19699,중학교,남성
2022,강원,19675,중학교,남성
2023,강원,19021,중학교,남성
2024,강원,19020,중학교,남성
1999,충북,32204,중학교,남성
2000,충북,31483,중학교,남성
2001,충북,30768,중학교,남성
2002,충북,30367,중학교,남성
2003,충북,30109,중학교,남성
2004,충북,31241,중학교,남성
2005,충북,32630,중학교,남성
2006,충북,34202,중학교,남성
2007,충북,34386,중학교,남성
2008,충북,34258,중학교,남성
2009,충북,33747,중학교,남성
2010,충북,33026,중학교,남성
2011,충북,32144,중학교,남성
2012,충북,30842,중학교,남성
2013,충북,30135,중학교,남성
2014,충북,28693,중학교,남성
2015,충북,26541,중학교,남성
2016,충북,24218,중학교,남성
2017,충북,22857,중학교,남성
2018,충북,21892,중학교,남성
2019,충북,21211,중학교,남성
2020,충북,21411,중학교,남성
2021,충북,21890,중학교,남성
2022,충북,22035,중학교,남성
2023,충북,21695,중학교,남성
2024,충북,21761,중학교,남성
1999,충남,39048,중학교,남성
2000,충남,38030,중학교,남성
2001,충남,37049,중학교,남성
2002,충남,36608,중학교,남성
2003,충남,36279,중학교,남성
2004,충남,37373,중학교,남성
2005,충남,39196,중학교,남성
2006,충남,40838,중학교,남성
2007,충남,41611,중학교,남성
2008,충남,41495,중학교,남성
2009,충남,41268,중학교,남성
2010,충남,41017,중학교,남성
2011,충남,40424,중학교,남성
2012,충남,39838,중학교,남성
2013,충남,37980,중학교,남성
2014,충남,36466,중학교,남성
2015,충남,33894,중학교,남성
2016,충남,31290,중학교,남성
2017,충남,29967,중학교,남성
2018,충남,29273,중학교,남성
2019,충남,28991,중학교,남성
2020,충남,29837,중학교,남성
2021,충남,30794,중학교,남성
2022,충남,30969,중학교,남성
2023,충남,30820,중학교,남성
2024,충남,31339,중학교,남성
1999,전북,41918,중학교,남성
2000,전북,40295,중학교,남성
2001,전북,38485,중학교,남성
2002,전북,38134,중학교,남성
2003,전북,37732,중학교,남성
2004,전북,38498,중학교,남성
2005,전북,39398,중학교,남성
2006,전북,40681,중학교,남성
2007,전북,41088,중학교,남성
2008,전북,41064,중학교,남성
2009,전북,40488,중학교,남성
2010,전북,39922,중학교,남성
2011,전북,38735,중학교,남성
2012,전북,37389,중학교,남성
2013,전북,36527,중학교,남성
2014,전북,34640,중학교,남성
2015,전북,32434,중학교,남성
2016,전북,29526,중학교,남성
2017,전북,27754,중학교,남성
2018,전북,26421,중학교,남성
2019,전북,25252,중학교,남성
2020,전북,25348,중학교,남성
2021,전북,25493,중학교,남성
2022,전북,25318,중학교,남성
2023,전북,24787,중학교,남성
2024,전북,24584,중학교,남성
1999,전남,42751,중학교,남성
2000,전남,40439,중학교,남성
2001,전남,38369,중학교,남성
2002,전남,37256,중학교,남성
2003,전남,36611,중학교,남성
2004,전남,37267,중학교,남성
2005,전남,38517,중학교,남성
2006,전남,39757,중학교,남성
2007,전남,39915,중학교,남성
2008,전남,39657,중학교,남성
2009,전남,39347,중학교,남성
2010,전남,38625,중학교,남성
2011,전남,37278,중학교,남성
2012,전남,36150,중학교,남성
2013,전남,35421,중학교,남성
2014,전남,33723,중학교,남성
2015,전남,30846,중학교,남성
2016,전남,27771,중학교,남성
2017,전남,25902,중학교,남성
2018,전남,24588,중학교,남성
2019,전남,23636,중학교,남성
2020,전남,23674,중학교,남성
2021,전남,24244,중학교,남성
2022,전남,24125,중학교,남성
2023,전남,23858,중학교,남성
2024,전남,23855,중학교,남성
1999,경북,55671,중학교,남성
2000,경북,54841,중학교,남성
2001,경북,53496,중학교,남성
2002,경북,53670,중학교,남성
2003,경북,53203,중학교,남성
2004,경북,54081,중학교,남성
2005,경북,54996,중학교,남성
2006,경북,56056,중학교,남성
2007,경북,55626,중학교,남성
2008,경북,54689,중학교,남성
2009,경북,53353,중학교,남성
2010,경북,51934,중학교,남성
2011,경북,49661,중학교,남성
2012,경북,48325,중학교,남성
2013,경북,47325,중학교,남성
2014,경북,45214,중학교,남성
2015,경북,41203,중학교,남성
2016,경북,37280,중학교,남성
2017,경북,34963,중학교,남성
2018,경북,33563,중학교,남성
2019,경북,32375,중학교,남성
2020,경북,32715,중학교,남성
2021,경북,33351,중학교,남성
2022,경북,33343,중학교,남성
2023,경북,32569,중학교,남성
2024,경북,32608,중학교,남성
1999,경남,65464,중학교,남성
2000,경남,64190,중학교,남성
2001,경남,63649,중학교,남성
2002,경남,64461,중학교,남성
2003,경남,65264,중학교,남성
2004,경남,68683,중학교,남성
2005,경남,71608,중학교,남성
2006,경남,74483,중학교,남성
2007,경남,74839,중학교,남성
2008,경남,74799,중학교,남성
2009,경남,74135,중학교,남성
2010,경남,72326,중학교,남성
2011,경남,69683,중학교,남성
2012,경남,66952,중학교,남성
2013,경남,65764,중학교,남성
2014,경남,62623,중학교,남성
2015,경남,57663,중학교,남성
2016,경남,52607,중학교,남성
2017,경남,49642,중학교,남성
2018,경남,47856,중학교,남성
2019,경남,46419,중학교,남성
2020,경남,47330,중학교,남성
2021,경남,48901,중학교,남성
2022,경남,49059,중학교,남성
2023,경남,48317,중학교,남성
2024,경남,48534,중학교,남성
1999,제주,11022,중학교,남성
2000,제주,10689,중학교,남성
2001,제주,10379,중학교,남성
2002,제주,10547,중학교,남성
2003,제주,10846,중학교,남성
2004,제주,11550,중학교,남성
2005,제주,12445,중학교,남성
2006,제주,13129,중학교,남성
2007,제주,13470,중학교,남성
2008,제주,13453,중학교,남성
2009,제주,13294,중학교,남성
2010,제주,13229,중학교,남성
2011,제주,12869,중학교,남성
2012,제주,12602,중학교,남성
2013,제주,12397,중학교,남성
2014,제주,12200,중학교,남성
2015,제주,11626,중학교,남성
2016,제주,10966,중학교,남성
2017,제주,10394,중학교,남성
2018,제주,10191,중학교,남성
2019,제주,9936,중학교,남성
2020,제주,10139,중학교,남성
2021,제주,10314,중학교,남성
2022,제주,10375,중학교,남성
2023,제주,10279,중학교,남성
2024,제주,10424,중학교,남성
2000,전국,888709,중학교,여성
2001,전국,871082,중학교,여성
2002,전국,870338,중학교,여성
2003,전국,873957,중학교,여성
2004,전국,910593,중학교,여성
2005,전국,946974,중학교,여성
2006,전국,973094,중학교,여성
2007,전국,963020,중학교,여성
2008,전국,952515,중학교,여성
2009,전국,943231,중학교,여성
2010,전국,937760,중학교,여성
2011,전국,910783,중학교,여성
2012,전국,883808,중학교,여성
2013,전국,859506,중학교,여성
2014,전국,819331,중학교,여성
2015,전국,756033,중학교,여성
2016,전국,696393,중학교,여성
2017,전국,661045,중학교,여성
2018,전국,640686,중학교,여성
2019,전국,623115,중학교,여성
2020,전국,635421,중학교,여성
2021,전국,654046,중학교,여성
2022,전국,653883,중학교,여성
2023,전국,643064,중학교,여성
2024,전국,646533,중학교,여성
1999,서울,184297,중학교,여성
2000,서울,177458,중학교,여성
2001,서울,172268,중학교,여성
2002,서울,170460,중학교,여성
2003,서울,169211,중학교,여성
2004,서울,174342,중학교,여성
2005,서울,178761,중학교,여성
2006,서울,180463,중학교,여성
2007,서울,175121,중학교,여성
2008,서울,170457,중학교,여성
2009,서울,167418,중학교,여성
2010,서울,163987,중학교,여성
2011,서울,157275,중학교,여성
2012,서울,150237,중학교,여성
2013,서울,144771,중학교,여성
2014,서울,136788,중학교,여성
2015,서울,125924,중학교,여성
2016,서울,114886,중학교,여성
2017,서울,108837,중학교,여성
2018,서울,103650,중학교,여성
2019,서울,99215,중학교,여성
2020,서울,99221,중학교,여성
2021,서울,100685,중학교,여성
2022,서울,98920,중학교,여성
2023,서울,95735,중학교,여성
2024,서울,94431,중학교,여성
1999,부산,75481,중학교,여성
2000,부산,71792,중학교,여성
2001,부산,68832,중학교,여성
2002,부산,67362,중학교,여성
2003,부산,65916,중학교,여성
2004,부산,67002,중학교,여성
2005,부산,67751,중학교,여성
2006,부산,68173,중학교,여성
2007,부산,66125,중학교,여성
2008,부산,64092,중학교,여성
2009,부산,62220,중학교,여성
2010,부산,60439,중학교,여성
2011,부산,57192,중학교,여성
2012,부산,54187,중학교,여성
2013,부산,51914,중학교,여성
2014,부산,49235,중학교,여성
2015,부산,45207,중학교,여성
2016,부산,41334,중학교,여성
2017,부산,38704,중학교,여성
2018,부산,36984,중학교,여성
2019,부산,35415,중학교,여성
2020,부산,35622,중학교,여성
2021,부산,36584,중학교,여성
2022,부산,36407,중학교,여성
2023,부산,36172,중학교,여성
2024,부산,36834,중학교,여성
1999,대구,47987,중학교,여성
2000,대구,46868,중학교,여성
2001,대구,45688,중학교,여성
2002,대구,46268,중학교,여성
2003,대구,46523,중학교,여성
2004,대구,48923,중학교,여성
2005,대구,49914,중학교,여성
2006,대구,51234,중학교,여성
2007,대구,50831,중학교,여성
2008,대구,51116,중학교,여성
2009,대구,50750,중학교,여성
2010,대구,50358,중학교,여성
2011,대구,47729,중학교,여성
2012,대구,45942,중학교,여성
2013,대구,44026,중학교,여성
2014,대구,41988,중학교,여성
2015,대구,37895,중학교,여성
2016,대구,34725,중학교,여성
2017,대구,32425,중학교,여성
2018,대구,31399,중학교,여성
2019,대구,29826,중학교,여성
2020,대구,30090,중학교,여성
2021,대구,30309,중학교,여성
2022,대구,30042,중학교,여성
2023,대구,29288,중학교,여성
2024,대구,29767,중학교,여성
1999,인천,50988,중학교,여성
2000,인천,51136,중학교,여성
2001,인천,51270,중학교,여성
2002,인천,52004,중학교,여성
2003,인천,52766,중학교,여성
2004,인천,55182,중학교,여성
2005,인천,57744,중학교,여성
2006,인천,58946,중학교,여성
2007,인천,58021,중학교,여성
2008,인천,56264,중학교,여성
2009,인천,54796,중학교,여성
2010,인천,53787,중학교,여성
2011,인천,51596,중학교,여성
2012,인천,49841,중학교,여성
2013,인천,48389,중학교,여성
2014,인천,46451,중학교,여성
2015,인천,43131,중학교,여성
2016,인천,40112,중학교,여성
2017,인천,38156,중학교,여성
2018,인천,37128,중학교,여성
2019,인천,35974,중학교,여성
2020,인천,37019,중학교,여성
2021,인천,38221,중학교,여성
2022,인천,38545,중학교,여성
2023,인천,38172,중학교,여성
2024,인천,38895,중학교,여성
1999,광주,28938,중학교,여성
2000,광주,28496,중학교,여성
2001,광주,28172,중학교,여성
2002,광주,28770,중학교,여성
2003,광주,29422,중학교,여성
2004,광주,30916,중학교,여성
2005,광주,32395,중학교,여성
2006,광주,33450,중학교,여성
2007,광주,33670,중학교,여성
2008,광주,33866,중학교,여성
2009,광주,33756,중학교,여성
2010,광주,33906,중학교,여성
2011,광주,33046,중학교,여성
2012,광주,32224,중학교,여성
2013,광주,31252,중학교,여성
2014,광주,29620,중학교,여성
2015,광주,27128,중학교,여성
2016,광주,24631,중학교,여성
2017,광주,22887,중학교,여성
2018,광주,21776,중학교,여성
2019,광주,20733,중학교,여성
2020,광주,20862,중학교,여성
2021,광주,21214,중학교,여성
2022,광주,21076,중학교,여성
2023,광주,20756,중학교,여성
2024,광주,20644,중학교,여성
1999,대전,28762,중학교,여성
2000,대전,28531,중학교,여성
2001,대전,27719,중학교,여성
2002,대전,27642,중학교,여성
2003,대전,27870,중학교,여성
2004,대전,29514,중학교,여성
2005,대전,30894,중학교,여성
2006,대전,31821,중학교,여성
2007,대전,31673,중학교,여성
2008,대전,31541,중학교,여성
2009,대전,31459,중학교,여성
2010,대전,31280,중학교,여성
2011,대전,30428,중학교,여성
2012,대전,29422,중학교,여성
2013,대전,28693,중학교,여성
2014,대전,27121,중학교,여성
2015,대전,24954,중학교,여성
2016,대전,22797,중학교,여성
2017,대전,21593,중학교,여성
2018,대전,20547,중학교,여성
2019,대전,19597,중학교,여성
2020,대전,19688,중학교,여성
2021,대전,19998,중학교,여성
2022,대전,19586,중학교,여성
2023,대전,18906,중학교,여성
2024,대전,18820,중학교,여성
1999,울산,21464,중학교,여성
2000,울산,21311,중학교,여성
2001,울산,20910,중학교,여성
2002,울산,21252,중학교,여성
2003,울산,21657,중학교,여성
2004,울산,23357,중학교,여성
2005,울산,24468,중학교,여성
2006,울산,25155,중학교,여성
2007,울산,24746,중학교,여성
2008,울산,24737,중학교,여성
2009,울산,24477,중학교,여성
2010,울산,24230,중학교,여성
2011,울산,23220,중학교,여성
2012,울산,22389,중학교,여성
2013,울산,21450,중학교,여성
2014,울산,20287,중학교,여성
2015,울산,18342,중학교,여성
2016,울산,16560,중학교,여성
2017,울산,15476,중학교,여성
2018,울산,15000,중학교,여성
2019,울산,14653,중학교,여성
2020,울산,15254,중학교,여성
2021,울산,15830,중학교,여성
2022,울산,15898,중학교,여성
2023,울산,15570,중학교,여성
2024,울산,15595,중학교,여성
2013,세종,1827,중학교,여성
2014,세종,2012,중학교,여성
2015,세종,2883,중학교,여성
2016,세종,3684,중학교,여성
2017,세종,4286,중학교,여성
2018,세종,5070,중학교,여성
2019,세종,5591,중학교,여성
2020,세종,6230,중학교,여성
2021,세종,6952,중학교,여성
2022,세종,7458,중학교,여성
2023,세종,7676,중학교,여성
2024,세종,7715,중학교,여성
1999,경기,169567,중학교,여성
2000,경기,174144,중학교,여성
2001,경기,178009,중학교,여성
2002,경기,185346,중학교,여성
2003,경기,193711,중학교,여성
2004,경기,208394,중학교,여성
2005,경기,222432,중학교,여성
2006,경기,232487,중학교,여성
2007,경기,232269,중학교,여성
2008,경기,231101,중학교,여성
2009,경기,229987,중학교,여성
2010,경기,230984,중학교,여성
2011,경기,227450,중학교,여성
2012,경기,223684,중학교,여성
2013,경기,220129,중학교,여성
2014,경기,211135,중학교,여성
2015,경기,196462,중학교,여성
2016,경기,183211,중학교,여성
2017,경기,177067,중학교,여성
2018,경기,173754,중학교,여성
2019,경기,171732,중학교,여성
2020,경기,176749,중학교,여성
2021,경기,184523,중학교,여성
2022,경기,185561,중학교,여성
2023,경기,183773,중학교,여성
2024,경기,185233,중학교,여성
1999,강원,30594,중학교,여성
2000,강원,29891,중학교,여성
2001,강원,28886,중학교,여성
2002,강원,28149,중학교,여성
2003,강원,27329,중학교,여성
2004,강원,27545,중학교,여성
2005,강원,28164,중학교,여성
2006,강원,28768,중학교,여성
2007,강원,28336,중학교,여성
2008,강원,27892,중학교,여성
2009,강원,27771,중학교,여성
2010,강원,28039,중학교,여성
2011,강원,27618,중학교,여성
2012,강원,27054,중학교,여성
2013,강원,26043,중학교,여성
2014,강원,24694,중학교,여성
2015,강원,22770,중학교,여성
2016,강원,21026,중학교,여성
2017,강원,19722,중학교,여성
2018,강원,18872,중학교,여성
2019,강원,18058,중학교,여성
2020,강원,18087,중학교,여성
2021,강원,18188,중학교,여성
2022,강원,18247,중학교,여성
2023,강원,17852,중학교,여성
2024,강원,17810,중학교,여성
1999,충북,29912,중학교,여성
2000,충북,29120,중학교,여성
2001,충북,28060,중학교,여성
2002,충북,27224,중학교,여성
2003,충북,27041,중학교,여성
2004,충북,27612,중학교,여성
2005,충북,28817,중학교,여성
2006,충북,29637,중학교,여성
2007,충북,29905,중학교,여성
2008,충북,30003,중학교,여성
2009,충북,29769,중학교,여성
2010,충북,30094,중학교,여성
2011,충북,29446,중학교,여성
2012,충북,28610,중학교,여성
2013,충북,27488,중학교,여성
2014,충북,26277,중학교,여성
2015,충북,24166,중학교,여성
2016,충북,22069,중학교,여성
2017,충북,20673,중학교,여성
2018,충북,19977,중학교,여성
2019,충북,19628,중학교,여성
2020,충북,20047,중학교,여성
2021,충북,20548,중학교,여성
2022,충북,20566,중학교,여성
2023,충북,20312,중학교,여성
2024,충북,20624,중학교,여성
1999,충남,37037,중학교,여성
2000,충남,35963,중학교,여성
2001,충남,34885,중학교,여성
2002,충남,33913,중학교,여성
2003,충남,33049,중학교,여성
2004,충남,33726,중학교,여성
2005,충남,34906,중학교,여성
2006,충남,36363,중학교,여성
2007,충남,36415,중학교,여성
2008,충남,36942,중학교,여성
2009,충남,37101,중학교,여성
2010,충남,37563,중학교,여성
2011,충남,37347,중학교,여성
2012,충남,36766,중학교,여성
2013,충남,34887,중학교,여성
2014,충남,33743,중학교,여성
2015,충남,31329,중학교,여성
2016,충남,28906,중학교,여성
2017,충남,27577,중학교,여성
2018,충남,27322,중학교,여성
2019,충남,27040,중학교,여성
2020,충남,27704,중학교,여성
2021,충남,28720,중학교,여성
2022,충남,28914,중학교,여성
2023,충남,28754,중학교,여성
2024,충남,28997,중학교,여성
1999,전북,40232,중학교,여성
2000,전북,38560,중학교,여성
2001,전북,37039,중학교,여성
2002,전북,36029,중학교,여성
2003,전북,35168,중학교,여성
2004,전북,35663,중학교,여성
2005,전북,36577,중학교,여성
2006,전북,37557,중학교,여성
2007,전북,37771,중학교,여성
2008,전북,37462,중학교,여성
2009,전북,37277,중학교,여성
2010,전북,36661,중학교,여성
2011,전북,35858,중학교,여성
2012,전북,34651,중학교,여성
2013,전북,34075,중학교,여성
2014,전북,32542,중학교,여성
2015,전북,30010,중학교,여성
2016,전북,27397,중학교,여성
2017,전북,25549,중학교,여성
2018,전북,24438,중학교,여성
2019,전북,23396,중학교,여성
2020,전북,23525,중학교,여성
2021,전북,23854,중학교,여성
2022,전북,23766,중학교,여성
2023,전북,23286,중학교,여성
2024,전북,23430,중학교,여성
1999,전남,41517,중학교,여성
2000,전남,39096,중학교,여성
2001,전남,36549,중학교,여성
2002,전남,35222,중학교,여성
2003,전남,34096,중학교,여성
2004,전남,34472,중학교,여성
2005,전남,35588,중학교,여성
2006,전남,36318,중학교,여성
2007,전남,36140,중학교,여성
2008,전남,35803,중학교,여성
2009,전남,35772,중학교,여성
2010,전남,35626,중학교,여성
2011,전남,34559,중학교,여성
2012,전남,33497,중학교,여성
2013,전남,32467,중학교,여성
2014,전남,30577,중학교,여성
2015,전남,27960,중학교,여성
2016,전남,25410,중학교,여성
2017,전남,23740,중학교,여성
2018,전남,22682,중학교,여성
2019,전남,22027,중학교,여성
2020,전남,22376,중학교,여성
2021,전남,22727,중학교,여성
2022,전남,22701,중학교,여성
2023,전남,22192,중학교,여성
2024,전남,22609,중학교,여성
1999,경북,49646,중학교,여성
2000,경북,47742,중학교,여성
2001,경북,46052,중학교,여성
2002,경북,44529,중학교,여성
2003,경북,43757,중학교,여성
2004,경북,44532,중학교,여성
2005,경북,45811,중학교,여성
2006,경북,46698,중학교,여성
2007,경북,46010,중학교,여성
2008,경북,45493,중학교,여성
2009,경북,45332,중학교,여성
2010,경북,45557,중학교,여성
2011,경북,44338,중학교,여성
2012,경북,43289,중학교,여성
2013,경북,41803,중학교,여성
2014,경북,39904,중학교,여성
2015,경북,36378,중학교,여성
2016,경북,33188,중학교,여성
2017,경북,30943,중학교,여성
2018,경북,29977,중학교,여성
2019,경북,29018,중학교,여성
2020,경북,29784,중학교,여성
2021,경북,30381,중학교,여성
2022,경북,30467,중학교,여성
2023,경북,29926,중학교,여성
2024,경북,30020,중학교,여성
1999,경남,60605,중학교,여성
2000,경남,58753,중학교,여성
2001,경남,57159,중학교,여성
2002,경남,56537,중학교,여성
